535928,Wooden Slippers (2007),,tl,The best movie of 2007,0.6,,,100,500000000,33,Released,Oh nang gewa mu?,10,1,,,/ejtnZGYX8NnQUHFMsPWqPtliFff.jpg,,
354373,Love and Germophobia,,en,If your girlfriend had the flu would you still kiss her? What about if she might have viral Meningitis? For David the answer is simple. Absolutely not. Unfortunately David's girlfriend doesn't see it this way.,0.6,,1/1/12,99999999,499999999,10,Released,"If your girlfriend had the flu, would you still kiss her? What about if she might have viral Meningitis?",5,1,T. J. Miller-Tanya R. Barnes-Gerry Bednob-Kurt Fuller-Dolores Nimon-Nate Shelkey-Kelly Stables-Angela Trimbur,hospital-germs,,,
652,Troy,Adventure-History-War-Action,en,In year 1250 B.C. during the late Bronze age two emerging nations begin to clash. Paris the Trojan prince convinces Helen Queen of Sparta to leave her husband Menelaus and sail with him back to Troy. After Menelaus finds out that his wife was taken by the Trojans he asks his brother Agamemnon to help him get her back. Agamemnon sees this as an opportunity for power. They set off with 1000 ships holding 50000 Greeks to Troy.,51.038,Warner Bros. Pictures-Plan B Entertainment-Nimar Studios-Radiant Productions-Helena Productions-Latina Pictures,5/3/04,175000000,497409852,163,Released,For passion. For honor. For destiny. For victory. For love.,7.142,9306,Brad Pitt-Orlando Bloom-Eric Bana-Brian Cox-Sean Bean-Brendan Gleeson-Diane Kruger-Peter O'Toole-Rose Byrne-Saffron Burrows-Garrett Hedlund-Vincent Regan-Julie Christie-Nathan Jones-Mark Lewis Jones-John Shrapnel-James Cosmo-Nigel Terry-Julian Glover-Trevor Eve-Frankie Fitzgerald-Lucie Barat-Siri Svegler-Ken Bones-Manuel Cauchi-Owain Yeoman-Tyler Mane-Louis Dempsey-Joshua Richards-Tim Chipping-Desislava Stefanova-Tanja Tzarovska-Luke Tal-Matthew Tal-Alex King-Adoni Maropis,sibling relationship-adultery-mythology-beauty-trojan war-bravery-wall-fraud-hostility-epic-sword fight-battlefield-historical fiction-ancient world-based on song poem or rhyme-pyre-ancient greece-peplum-trojan horse-bronze age-sparta greece-helen of troy-homer's iliad-muscular men-ships-sword and sandal-helmet,/a07wLy4ONfpsjnBqMwhlWTJTcm.jpg,/qZitv5zrSXfJafGThxmvbvTsuu5.jpg,787-616-1271-98-1593-4922-1495-9738-310-285-163-1966-161-58-74-591-2048-6479-197-8960-676
863,Toy Story 2,Animation-Comedy-Family,en,Andy heads off to Cowboy Camp leaving his toys to their own devices. Things shift into high gear when an obsessive toy collector named Al McWhiggen owner of Al's Toy Barn kidnaps Woody. Andy's toys mount a daring rescue mission Buzz Lightyear meets his match and Woody has to decide where he and his heart truly belong.,94.718,Pixar,10/30/99,90000000,497400000,92,Released,The toys are back!,7.589,13106,Tom Hanks-Tim Allen-Joan Cusack-Kelsey Grammer-Don Rickles-Jim Varney-Wallace Shawn-John Ratzenberger-Annie Potts-Wayne Knight-John Morris-Laurie Metcalf-Estelle Harris-R. Lee Ermey-Jodi Benson-Jonathan Harris-Joe Ranft-Andrew Stanton-Jeff Pidgeon-Jack Angel-Bob Bergen-Mary Kay Bergman-Sheryl Bernstein-Rodger Bumpass-Corey Burton-Rachel Davey-Debi Derryberry-Jessica Evans-Bill Farmer-Pat Fraley-Jess Harnell-John Lasseter-Nicolette Little-Sherry Lynn-Mickie McGowan-Phil Proctor-Jan Rabson-Carly Schroeder-Madylin Sweeten-Hannah Unkrich-Lee Unkrich-Andi Peters-Dave Foley-Frank Welker,friendship-airplane-museum-prosecution-identity crisis-flea market-collector-sequel-buddy-rescue team-garage sale-duringcreditsstinger-toy comes to life-personification-inanimate objects come to life,/2MFIhZAW0CVlEQrFyqwa4U6zqJP.jpg,/91qfG6VaxRsCh1SbIi1w2vxknsL.jpg,862-10193-585-808-9806-12-2062-920-14160-9487-62211-49013-10681-809-425-953-950-810-62177-38757-8587
10191,How to Train Your Dragon,Fantasy-Adventure-Animation-Family,en,As the son of a Viking leader on the cusp of manhood shy Hiccup Horrendous Haddock III faces a rite of passage: he must kill a dragon to prove his warrior mettle. But after downing a feared dragon he realizes that he no longer wants to destroy it and instead befriends the beast ��� which he names Toothless ��� much to the chagrin of his warrior father.,72.156,DreamWorks Animation,3/18/10,165000000,494879471,98,Released,One adventure will change two worlds,7.8,11603,Jay Baruchel-Gerard Butler-Craig Ferguson-America Ferrera-Jonah Hill-Christopher Mintz-Plasse-T.J. Miller-Kristen Wiig-David Tennant-Ashley Jensen-Robin Atkin Downes-Philip McGrade-Kieron Elliott,flying-based on novel or book-blacksmith-arena-island-ship-training-village-forest-viking-friendship-ignorance-flight-nest-dragon-battle-combat-well-warrior-pets,/ygGmAO60t8GyqUo9xYeYxSZAR3b.jpg,/aH9KWmXFMamXkHMgLjnQmSYjScL.jpg,82702-9502-38757-20352-10193-585-10681-82690-953-12-62177-920-425-9806-14160-8587-2062-166428-8355-48649-812
664,Twister,Action-Adventure-Drama,en,An unprecedented series of violent tornadoes is sweeping across Oklahoma. Tornado chasers headed by Dr. Jo Harding attempt to release a groundbreaking device that will allow them to track them and create a more advanced warning system. They are joined by Jo's soon to be ex-husband Bill a former tornado chaser himself and his girlfriend Melissa.,24.07,Universal Pictures-Amblin Entertainment-Warner Bros. Pictures-Constant c Productions-Twister Productions,5/10/96,92000000,494471524,113,Released,Don't breathe. Don't look back.,6.453,2738,Helen Hunt-Bill Paxton-Cary Elwes-Jami Gertz-Philip Seymour Hoffman-Lois Smith-Alan Ruck-Sean Whalen-Scott Thomson-Todd Field-Joey Slotnick-Wendle Josepher-Jeremy Davies-Zach Grenier-Gregory Sporleder-Patrick Fischler-Nicholas Sadler-Ben Weber-Anthony Rapp-Erik LaRay Harvey-Abraham Benrubi-Jake Busey-Melanie Hoopes-Alexa PenaVega-Rusty Schwimmer-Richard Lineback-J. Dean Lindsay-Dan Kelpine-Sharonlyn Morrow-Richard Lineback-Rusty Schwimmer-Taylor Gilbert-Bruce Wright-Gary England-Jeff Lazalier-Rick Mitchell-Paul Douglas-Samantha McDonald-Jennifer L. Hamilton-Anneke de Bont-Darryl Cox,husband wife relationship-tornado-twister-oklahoma-metereologist-invention-climate-barn-natural disaster-truck-disaster-storm chaser-divorce-disaster movie-motley crew,/6tagtmPVOG4QqraQ4piUFLoqaoj.jpg,/aoWQe00ctaK5k56yc7vsoqEWdHI.jpg,9619-8656-882-1637-10357-929-36955-9350-435-9772-8487-9804-1701-9208-2133-74-8367-602-1639-5503-1844
18823,Clash of the Titans,Adventure-Fantasy-Action,en,Born of a god but raised as a man Perseus is helpless to save his family from Hades vengeful god of the underworld. With nothing to lose Perseus volunteers to lead a dangerous mission to defeat Hades before he can seize power from Zeus and unleash hell on earth. Battling unholy demons and fearsome beasts Perseus and his warriors will only survive if Perseus accepts his power as a god defies fate and creates his own destiny.,74.203,The Zanuck Company-Legendary Pictures-Thunder Road-Moving Picture Company-Warner Bros. Pictures,3/26/10,125000000,493214993,106,Released,Titans will clash.,5.9,5914,Sam Worthington-Gemma Arterton-Mads Mikkelsen-Alexa Davalos-Jason Flemyng-Ralph Fiennes-Liam Neeson-Pete Postlethwaite-Polly Walker-Ashraf Barhom-Elizabeth McGovern-Nicholas Hoult-Liam Cunningham-Hans Matheson-Vincent Regan-Alexander Siddig-Luke Treadaway-Mouloud Achour-Tine Stapelfeldt-Luke Evans-Izabella Miko-Ian Whyte-Katherine Loeppky-Sinead Michael-Ross Mullan-Robin Berry-Graham Hughes-Martin McCann-Rory McCann-Kaya Scodelario-Tamer Hassan-Danny Huston-William Houston-Jamie Sives-Phil McKee-Geoffrey Beevers-Michael Grady-Hall-Laura Kachergus-Adrian Bouchet-David Kennedy-Nina Young-Jane March-Nathalie Cox-Agyness Deyn-Natalia Vodianova-Charlotte Comer-Louis Leterrier-Katrina Vasilieva,hades-mythology-greek mythology-zeus-mythological beast-medusa-sea monster-perseus-kraken-gods-ancient greece-based on myths legends or folklore,/6iHYLipwEyZUPNO8MM3l1yHDaFE.jpg,/hUUTJPmvBvBKILNLrBu16pRxr6M.jpg,57165-9543-1979-44833-14869-27578-38356-49529-8373-44912-20526-64635-2080-1735-58574-534-1858-9738-12437-1734-34544
68728,Oz the Great and Powerful,Fantasy-Adventure-Family,en,Oscar Diggs a small-time circus illusionist and con-artist is whisked from Kansas to the Land of Oz where the inhabitants assume he's the great wizard of prophecy there to save Oz from the clutches of evil.,30.268,Roth Films-Walt Disney Pictures,3/7/13,200000000,491868548,130,Released,"In Oz, nothing is what it seems.",5.9,6099,James Franco-Mila Kunis-Rachel Weisz-Michelle Williams-Zach Braff-Bill Cobbs-Joey King-Tony Cox-Stephen R. Hart-Abigail Spencer-Bruce Campbell-Ted Raimi-Tim Holmes-Toni Wynne-Rob Crites-William Dick-Gene Jones-John Lord Booth III-Suzanne Keilly-Shannon Murray-Ralph Lister-John Manfredi-Robert Stromberg-Channing Pierce-Brian Searle-Russell Bobbitt-Julie Gershenson-Dan Nelson-T.J. Jagodowski-John Paxton-Melissa Exelberth-Steve Forbes-Arnold Agee-Deborah Puette-Julius Kline III-Theresa Tilly-Betsy Baker-Ellen Sandweiss-Bella Shepard-Sasha Kida Reynolds-Ja'Vonne Cousins-Victoria Lurz-Dashiell Raimi-Oliver Raimi-Brandon Hamilton-Stevie Lee-Martin Klebba-Danielle Ragland-Bart McCarthy-Timothy Patrick Quill-Nicholas Lindsay-Abaire-Bill E. Rogers-Dan Hicks-Mia Serafino-Lanika Wise-Mikayla Bouchard-Nellie Ann Prestine-Lowery-Emma Raimi-Jayne Violassi-Jay Schwalm-Wendy Cutler-James Bird-Kenneth D. Ciszewski-Chester F. Guilmet-Robert Buck-Jim Moll-Phillip Huber-Bernie Allemon-Dan Cota-Dale Drew-Spencer Frost-Jon Overgaauw-Eduardo Piedra-Eric Potts-Jordan Rafael-Adam Romano-David Spradlin-Mani Love-Michael Witous-Christophe Zajac-Denek-Chidi Ajufo-Talia Akiva-Apollo Bacala-Kelly Bacon-Cameron Barnett-Robert T. Barrett-Colin Bryant-Ron Causey-Grady Chambless-Lee Christian-Michael Clossin-Neil Ellice-John C. Epperson-Mike Estes-Jessee Foudray-Logan Fry-Nesti Gee-Derrick Gilliam-Ryan Groves-Brice Harris-Niki Haze-Ron Heisler-Dennis Kleinsmith-Doug Kolbicz-Kef Lee-Davy J. Marr-Julia Metas-Bob Jay Mills-Reza Mir-Jessica Nichole-Jor �l Quinn-Gene Richards-Ari Rufino-Keith Schloemp-David Schwager-Ashley Siloac-Amy Sutherland-Eric Adam Swenson-Kevin Thompson-David Waldman-Filip Watermann-Matt Weinglass-Otis Winston,circus-witch-magic-hope-illusion-magic trick-wizard-based on young adult novel,/tkzfAUEKoUp4YFNbZV9hfpZOz0z.jpg,/a4KUVG5P5hBSgAgHHindbnyubTF.jpg,81005-60304-70160-82690-20352-58595-49051-37724-68721-47964-82654-87827-1930-62177-24428-49538-49026-49521-57800-72710-72559
420809,Maleficent: Mistress of Evil,Family-Fantasy-Adventure-Action,en,Maleficent and her goddaughter Aurora begin to question the complex family ties that bind them as they are pulled in different directions by impending nuptials unexpected allies and dark new forces at play.,101.739,Walt Disney Pictures-Roth Films,10/16/19,185000000,491730089,119,Released,Go beyond the fairy tale,7.345,5409,Angelina Jolie-Elle Fanning-Harris Dickinson-Michelle Pfeiffer-Sam Riley-Chiwetel Ejiofor-Ed Skrein-Robert Lindsay-David Gyasi-Jenn Murray-Juno Temple-Lesley Manville-Imelda Staunton-Judi Shekoni-MIYAVI-Kae Alexander-Warwick Davis-Emma Maclennan-Aline Mowat-Freddie Wise-Barry Aird-Jermaine Cope-Juliane Snekkestad-Jess Liaudin-Noor Dillan-Night-Sarah Morghad-Oliver Frank Newman-Harry Paul Newman-April Alexander-Derek Horsham-Ia �_stergren-Anthony Kaye-Lex Milczarek-Xander Pipe-Fernanda Diniz-John Carew-Rebecca Kunikowski-Ivy-Mae Hewitt-Oliviyah Hewitt-John Lebar-Richard Keep-Bruce Lester-Johnson-Elizabeth Brace-Pik-Sen Lim-Topo Wresniwiro-Chester Durrant-Elizabeth Marcano-Mortlock-Julia Bender-Mikey Brett-Brian Fisher-Josh Jefferies-Jack Parker-Russell Balogh-Michael Akinsulire-Camille Mallet De Chauny-Lonyo Engele-Mark Knightley-Darcy Vanhinsbergh-Tekle Baroti-Gielliane Althea-Martin Bishop-Adam Colborne-Ahaan Gupta-David Midthunder-Briana Akinluyi-Tom Bonington-Rayna Campbell-Tina Gray-Darrell Davis-Robert Curtis-Tom Colley-David Isiguzo-Sarah Sayuri Hare-Chloe Fung-Arjen Tuiten-Andre Bullock-Lewis Kirk-Victor Perez-Piers Horseman-Jimmy Hibbert-Jo Hannah Emblem R�nning-Holly Emblem R�nning-Robert McCrea,magic-fairy-fairy tale-villain-sequel-live action remake,/vloNTScJ3w7jwNwtNGoG8DbTThv.jpg,/skvI4rYFrKXS73BJxWGH54Omlvv.jpg,646458-611059-102651-330457-611368-420818-512200-475557-688301-420817-338967-290859-453405-481084-474350-429617-506574-320288-448119-301528-495764
281338,War for the Planet of the Apes,Drama-Science Fiction-War,en,Caesar and his apes are forced into a deadly conflict with an army of humans led by a ruthless Colonel. After the apes suffer unimaginable losses Caesar wrestles with his darker instincts and begins his own mythic quest to avenge his kind. As the journey finally brings them face to face Caesar and the Colonel are pitted against each other in an epic battle that will determine the fate of both their species and the future of the planet.,47.623,20th Century Fox-TSG Entertainment-Chernin Entertainment,7/11/17,150000000,490719763,140,Released,For freedom. For family. For the planet.,7.166,8171,Andy Serkis-Woody Harrelson-Steve Zahn-Karin Konoval-Amiah Miller-Terry Notary-Ty Olsson-Michael Adamthwaite-Toby Kebbell-Gabriel Chavarria-Judy Greer-Sara Canning-Devyn Dalton-Aleks Paunovic-Alessandro Juliani-Max Lloyd-Jones-Timothy Webber-Lauro Chartrand-Shaun Omaid-Roger Cross-Mercedes de la Zerda-Doug Chapman-James Pizzinato-Chad Rook-Dean Redman-Steve Baran-Sandy Robson-Levi Meaden-Billy Wickman-Albert Nicholas-Kyle Horton-Paul Luongo-Thomas Potter-Mathew Yanagiya-Skye Notary-Willow Notary-Finn Notary-Phoenix Notary-Sadie Aperlo-Matilda Aperlo-Andrew Alexander Reeves,suicide-based on novel or book-slavery-sequel-anthropomorphism-revenge-ape-avalanche-virus-father son relationship-2040s,/mMA1qhBFgZX8O36qPPTC016kQl1.jpg,/ulMscezy9YX0bhknvJbZoUgQxO5.jpg,119450-61791-315635-49679-263115-339964-297762-335988-353491-339403-293167-374720-283995-166426-282035-869-343668-341013-126889-335984-141052
